Protein IDs,Protein names,Gene names,Fasta headers,rim15KO_C_T00_R1,rim15KO_C_T00_R2,rim15KO_C_T00_R3,rim15KO_C_T06_R1,rim15KO_C_T06_R2,rim15KO_C_T06_R3,rim15KO_C_T16_R1,rim15KO_C_T16_R2,rim15KO_C_T16_R3,rim15KO_C_T30_R1,rim15KO_C_T30_R2,rim15KO_C_T30_R3,rim15KO_N_T00_R1,rim15KO_N_T00_R2,rim15KO_N_T00_R3,rim15KO_N_T06_R1,rim15KO_N_T06_R2,rim15KO_N_T06_R3,rim15KO_N_T16_R1,rim15KO_N_T16_R2,rim15KO_N_T16_R3,rim15KO_N_T30_R1,rim15KO_N_T30_R2,rim15KO_N_T30_R3,rim15KO_P_T00_R1,rim15KO_P_T00_R2,rim15KO_P_T00_R3,rim15KO_P_T06_R1,rim15KO_P_T06_R2,rim15KO_P_T06_R3,rim15KO_P_T16_R1,rim15KO_P_T16_R2,rim15KO_P_T16_R3,rim15KO_P_T30_R1,rim15KO_P_T30_R2,rim15KO_P_T30_R3,WT_C_T00_R1,WT_C_T00_R2,WT_C_T00_R3,WT_C_T06_R1,WT_C_T06_R2,WT_C_T06_R3,WT_C_T16_R1,WT_C_T16_R2,WT_C_T16_R3,WT_C_T30_R1,WT_C_T30_R2,WT_C_T30_R3,WT_N_T00_R1,WT_N_T00_R2,WT_N_T00_R3,WT_N_T06_R1,WT_N_T06_R2,WT_N_T06_R3,WT_N_T16_R1,WT_N_T16_R2,WT_N_T16_R3,WT_N_T30_R1,WT_N_T30_R2,WT_N_T30_R3,WT_P_T00_R1,WT_P_T00_R2,WT_P_T00_R3,WT_P_T06_R1,WT_P_T06_R2,WT_P_T06_R3,WT_P_T16_R1,WT_P_T16_R2,WT_P_T16_R3,WT_P_T30_R1,WT_P_T30_R2,WT_P_T30_R3
P32902,"37S ribosomal protein MRP4, mitochondrial",MRP4,"sp|P32902|RT04_YEAST 37S ribosomal protein MRP4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRP4 PE=1 SV=1",0.92659,1.0345,0.72063,NA,NA,1.1505,NA,NA,NA,NA,NA,NA,0.92659,1.0345,0.72063,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92659,0.8783,0.72063,0.69403,0.7189,0.7456,NA,NA,NA,NA,NA,NA,0.84974,0.8783,0.74947,NA,NA,0.79811,NA,NA,NA,NA,NA,NA,0.84974,0.8783,0.74947,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84974,1.0345,0.74947,0.8538,0.74245,0.71192,NA,NA,NA,NA,NA,NA
P32901,Peptide transporter PTR2,PTR2,sp|P32901|PTR2_YEAST Peptide transporter PTR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTR2 PE=1 SV=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32900,Protein SKG6,SKG6,sp|P32900|SKG6_YEAST Protein SKG6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKG6 PE=1 SV=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32899,U3 small nucleolar ribonucleoprotein protein IMP3,IMP3,sp|P32899|IMP3_YEAST U3 small nucleolar ribonucleoprotein protein IMP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMP3 PE=1 SV=1,1.1281,1.0981,1.0454,NA,NA,0.80109,NA,NA,NA,NA,NA,NA,1.1281,1.0981,1.0454,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1281,0.9905,1.0454,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0102,0.9905,1.0041,NA,NA,0.83706,NA,0.57446,NA,NA,NA,NA,1.0102,0.9905,1.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0102,1.0981,1.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32898,Mitochondrial presequence protease,CYM1,sp|P32898|CYM1_YEAST Mitochondrial presequence protease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYM1 PE=1 SV=2,0.87342,1.0796,0.75073,1.0381,1.1507,0.83104,0.99723,1.0882,1.0434,1.2651,1.2121,1.1401,0.87342,1.0796,0.75073,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87342,0.99159,0.75073,0.93397,0.95955,0.78522,0.97767,0.96151,0.75811,0.93197,0.92849,0.77351,1.0825,0.99159,0.75972,1.142,1.1179,0.78182,1.0427,1.0951,0.75756,1.0832,0.94033,0.7521,1.0825,0.99159,0.75972,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0825,1.0796,0.75972,0.91038,0.86649,0.72219,0.84119,0.97644,0.76779,0.73439,0.9226,0.74874
P32897,Mitochondrial import inner membrane translocase subunit TIM23,TIM23,sp|P32897|TIM23_YEAST Mitochondrial import inner membrane translocase subunit TIM23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIM23 PE=1 SV=1,0.97367,1.0761,0.9217,1.1508,1.2388,1.0513,0.85631,1.0074,1.8209,0.96879,NA,NA,0.97367,1.0761,0.9217,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97367,0.86726,0.9217,0.96011,0.90143,0.93017,NA,0.84652,0.86959,NA,0.81204,NA,0.85711,0.86726,0.83042,1.264,1.2338,0.92138,1.1016,0.8164,1.1618,1.127,NA,NA,0.85711,0.86726,0.83042,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85711,1.0761,0.83042,0.92238,1.0082,0.76775,NA,0.91889,0.90535,NA,0.88413,NA
P32896,Protein PDC2,PDC2,sp|P32896|PDC2_YEAST Protein PDC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDC2 PE=1 SV=2,1.3007,1.0099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3007,1.0099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3007,0.79222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0761,0.79222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0761,0.79222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0761,1.0099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32895,Ribose-phosphate pyrophosphokinase 1,PRS1,sp|P32895|KPR1_YEAST Ribose-phosphate pyrophosphokinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRS1 PE=1 SV=1,1.0399,1.0678,1.0222,0.84809,0.95767,0.97856,0.80987,0.79554,0.75799,0.9127,0.86906,1.0843,1.0399,1.0678,1.0222,NA,0.70881,0.95177,0.44278,NA,NA,NA,NA,NA,1.0399,0.98016,1.0222,0.84353,0.83605,0.83083,0.76453,0.85257,0.81678,0.83491,0.76062,0.74165,1.0493,0.98016,0.96422,1.0199,0.98514,0.88378,0.82164,1.0405,0.87665,0.85609,0.8871,0.95763,1.0493,0.98016,0.96422,NA,1.1188,1.0778,0.96261,NA,NA,NA,NA,NA,1.0493,1.0678,0.96422,0.91581,0.80774,0.80714,0.83853,0.84282,0.7152,0.78951,0.67612,0.73996
P32893,Trafficking protein particle complex II-specific subunit 65,TRS65,sp|P32893|TRS65_YEAST Trafficking protein particle complex II-specific subunit 65 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRS65 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32892,ATP-dependent RNA helicase DRS1,DRS1,sp|P32892|DRS1_YEAST ATP-dependent RNA helicase DRS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DRS1 PE=1 SV=2,1.0422,0.97032,1.003,0.72851,0.90471,0.89752,NA,NA,NA,NA,NA,NA,1.0422,0.97032,1.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0422,0.91157,1.003,0.7025,0.61893,0.81517,NA,0.70336,NA,NA,NA,NA,1.0744,0.91157,1.1333,0.79139,0.88184,0.86125,NA,NA,NA,NA,NA,NA,1.0744,0.91157,1.1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0744,0.97032,1.1333,0.79739,0.70149,0.66364,NA,0.55731,NA,NA,NA,NA
P32891,"D-lactate dehydrogenase [cytochrome] 1, mitochondrial",DLD1,"sp|P32891|DLD1_YEAST D-lactate dehydrogenase [cytochrome] 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD1 PE=1 SV=2",0.97139,0.98126,0.98313,2.5913,1.5794,3.692,2.3314,1.8919,2.4369,3.5295,1.9078,8.8811,0.97139,0.98126,0.98313,1.6938,1.3589,1.5273,NA,NA,NA,NA,NA,NA,0.97139,0.86697,0.98313,1.8395,1.9904,2.1371000000000002,1.8587,2.007,1.9104,1.7096,1.9187,1.6263,0.77453,0.86697,0.95048,1.3578,1.2619,1.4982,1.9547,1.2675,1.3083,1.2491,2.1137,1.443,0.77453,0.86697,0.95048,1.4241,1.5951,1.3269,NA,NA,NA,NA,NA,NA,0.77453,0.98126,0.95048,2.4725,2.2399,2.4164,2.2621000000000002,2.0851,2.1058,1.8143,1.75,1.5642
P32875,"Lipoyl synthase, mitochondrial",LIP5,"sp|P32875|LIPA_YEAST Lipoyl synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LIP5 PE=1 SV=1",1.0022,NA,0.89393,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0022,NA,0.89393,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0022,NA,0.89393,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0746,NA,1.1476,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0746,NA,1.1476,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0746,NA,1.1476,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32874,"Acetyl-CoA carboxylase, mitochondrial;Biotin carboxylase",HFA1,"sp|P32874|HFA1_YEAST Acetyl-CoA carboxylase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HFA1 PE=1 SV=2",0.92549,0.87632,0.90634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92549,0.87632,0.90634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92549,1.1095,0.90634,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1248,1.1095,0.88139,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1248,1.1095,0.88139,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1248,0.87632,0.88139,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32873,GTPase-activating protein BEM3,BEM3,sp|P32873|BEM3_YEAST GTPase-activating protein BEM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BEM3 PE=1 SV=3,1.3659,NA,1.5784,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3659,NA,1.5784,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3659,NA,1.5784,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3483,NA,1.3009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3483,NA,1.3009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3483,NA,1.3009,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32867,Protein SSO1,SSO1,sp|P32867|SSO1_YEAST Protein SSO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSO1 PE=1 SV=2,0.85676,0.56111,NA,NA,NA,NA,NA,NA,1.2254,NA,NA,NA,0.85676,0.56111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85676,0.69315,NA,NA,NA,1.0564,NA,NA,0.59443,NA,NA,NA,1.0704,0.69315,NA,NA,NA,NA,NA,NA,0.76395,NA,NA,NA,1.0704,0.69315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0704,0.56111,NA,NA,NA,0.98875,NA,NA,0.60843,NA,NA,NA
P32864,Rab proteins geranylgeranyltransferase component A,MRS6,sp|P32864|RAEP_YEAST Rab proteins geranylgeranyltransferase component A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRS6 PE=1 SV=2,0.95161,0.97306,0.78556,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95161,0.97306,0.78556,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95161,0.85966,0.78556,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96417,0.85966,0.85379,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96417,0.85966,0.85379,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96417,0.97306,0.85379,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32862,Glucose transport transcription regulator RGT1,RGT1,sp|P32862|RGT1_YEAST Glucose transport transcription regulator RGT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RGT1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32861,UTP--glucose-1-phosphate uridylyltransferase,UGP1,sp|P32861|UGPA1_YEAST UTP--glucose-1-phosphate uridylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UGP1 PE=1 SV=1,0.81046,1.0844,0.83065,1.1117,1.4261,1.0637,1.0431,1.36,1.0106,1.1593,1.3442,1.0305,0.81046,1.0844,0.83065,1.0828,1.3883,0.87195,1.3549,1.9726,1.5949,1.5919,1.7928,0.78149,0.81046,0.83265,0.83065,1.07,1.0736,1.112,0.95297,0.91948,1.0124,1.0504,0.79579,0.88174,1.0851,0.83265,1.089,1.2488,1.0248,1.3982,1.3753,1.1207,1.3614,1.4468,0.97581,1.4385,1.0851,0.83265,1.089,1.1567,1.0173,1.1603,1.2297,0.95717,1.1814,0.93901,0.75371,1.2381,1.0851,1.0844,1.089,1.548,1.6488,1.6013,1.275,1.5503,1.411,1.0926,1.4104,1.3284
P32860,"NifU-like protein, mitochondrial",NFU1,"sp|P32860|NFU1_YEAST NifU-like protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NFU1 PE=1 SV=2",1.1048,1.1372,1.1232,1.4964,1.3851,1.3656,1.833,1.5526,1.6829,1.6502,1.1056,1.4964,1.1048,1.1372,1.1232,1.2707,NA,NA,NA,NA,NA,NA,NA,NA,1.1048,1.1497,1.1232,1.4461,1.432,1.5446,1.2373,1.3096,1.2018,1.2186,1.3609,1.2136,1.0188,1.1497,1.0975,1.3033,1.3401,1.254,1.0793,1.087,1.0052,1.0997,0.85956,1.0406,1.0188,1.1497,1.0975,1.21,NA,NA,NA,NA,NA,NA,NA,NA,1.0188,1.1372,1.0975,1.3824,1.2888,1.3464,1.1034,1.201,0.9935,1.1141,0.93837,0.88812
P32857,Membrane protein PTM1,PTM1,sp|P32857|PTM1_YEAST Membrane protein PTM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTM1 PE=1 SV=2,0.88577,0.77146,0.78949,1.1887,1.2037,0.96134,1.1403,0.98726,0.94802,1.0989,1.2179,1.0892,0.88577,0.77146,0.78949,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88577,0.88062,0.78949,1.0089,NA,0.85162,0.78487,0.82755,NA,1.0875,0.85389,0.77663,0.98699,0.88062,0.83517,1.0788,1.1182,1.0872,1.1133,1.1287,0.95544,1.0259,1.0435,0.50239,0.98699,0.88062,0.83517,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98699,0.77146,0.83517,1.0631,NA,1.0447,0.85009,0.84638,NA,0.75547,0.95968,1.0891
P32854,Syntaxin PEP12,PEP12,sp|P32854|PEP12_YEAST Syntaxin PEP12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEP12 PE=1 SV=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32843,Mitochondrial escape protein 2,YME2,sp|P32843|YME2_YEAST Mitochondrial escape protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YME2 PE=1 SV=1,1.1387,1.3139,1.2069,1.902,2.023,1.68,3.0452,NA,2.1569,2.8197,3.7931,2.9117,1.1387,1.3139,1.2069,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1387,1.0663,1.2069,1.7959,1.839,1.7964,1.5961,1.3327,1.0858,2.4293,1.3565,1.3331,1.1864,1.0663,1.1964,1.6993,1.4592,1.7935,1.519,NA,1.2839,1.9252,1.4014,1.9366,1.1864,1.0663,1.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1864,1.3139,1.1964,1.9671,2.2756,2.1073,1.5043,1.5358,1.5363,1.7667,1.7153,1.6958
P32839,Mitochondrial chaperone BCS1,BCS1,sp|P32839|BCS1_YEAST Mitochondrial chaperone BCS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BCS1 PE=1 SV=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32836,GTP-binding nuclear protein GSP2/CNR2,GSP2,sp|P32836|GSP2_YEAST GTP-binding nuclear protein GSP2/CNR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSP2 PE=1 SV=1,1.0231,1.0097,0.97387,1.1949,1.1227,1.2077,1.4116,1.3839,1.3435,1.3692,1.4289,1.539,1.0231,1.0097,0.97387,1.1633,1.2493,1.1318,1.1965,1.276,1.1404,1.3115,1.6335,1.4777,1.0231,0.94754,0.97387,0.8257,0.78428,0.78671,0.6858,0.83913,0.75627,0.71001,0.7123,0.74236,0.97465,0.94754,1.009,1.1178,1.0048,1.221,1.1883,1.1686,1.2517,1.175,1.1716,1.2648,0.97465,0.94754,1.009,1.0925,1.0806,1.0918,1.1452,1.0169,1.2062,1.106,1.2861,1.0776,0.97465,1.0097,1.009,0.9218,0.82816,0.85954,0.79949,0.81593,0.94013,0.743,0.80961,0.95332
P32835,GTP-binding nuclear protein GSP1/CNR1,GSP1,sp|P32835|GSP1_YEAST GTP-binding nuclear protein GSP1/CNR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSP1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32833,Origin recognition complex subunit 2,ORC2,sp|P32833|ORC2_YEAST Origin recognition complex subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ORC2 PE=1 SV=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32832,Chromatin structure-remodeling complex subunit RSC7,NPL6,sp|P32832|RSC7_YEAST Chromatin structure-remodeling complex subunit RSC7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPL6 PE=1 SV=1,1.0501,0.93323,0.99955,1.2748,1.0315,1.0508,0.78294,1.2038,1.2571,1.496,1.248,1.8455,1.0501,0.93323,0.99955,NA,1.4484,NA,NA,NA,2.761,NA,NA,NA,1.0501,0.86785,0.99955,1.0836,0.93651,0.94123,0.83747,0.90387,0.8787,0.83566,0.96911,0.96884,0.89842,0.86785,0.8859,1.0878,0.92112,0.90435,1.2585,1.1404,0.89374,0.94166,1.0874,1.1665,0.89842,0.86785,0.8859,NA,1.2163,NA,NA,NA,1.0669,NA,NA,NA,0.89842,0.93323,0.8859,1.0025,0.85407,0.9165,0.83951,0.97882,0.77681,0.95931,0.89029,0.75876
P32831,Negative growth regulatory protein NGR1,NGR1,sp|P32831|NGR1_YEAST Negative growth regulatory protein NGR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NGR1 PE=1 SV=2,0.90527,1.0941,1.0976,0.6908,NA,NA,NA,NA,NA,NA,NA,NA,0.90527,1.0941,1.0976,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90527,1.1807,1.0976,0.87828,NA,0.85724,NA,NA,NA,NA,NA,NA,0.984,1.1807,1.2609,1.3949,NA,NA,NA,NA,NA,NA,NA,NA,0.984,1.1807,1.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984,1.0941,1.2609,1.2902,NA,1.6834,NA,NA,NA,NA,NA,NA
P32829,Double-strand break repair protein MRE11,MRE11,sp|P32829|MRE11_YEAST Double-strand break repair protein MRE11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRE11 PE=1 SV=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32828,E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX5,SLX5,sp|P32828|SLX5_YEAST E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLX5 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32806,GTPase-activating protein GYP6,GYP6,sp|P32806|GYP6_YEAST GTPase-activating protein GYP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GYP6 PE=1 SV=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P32803,Endosomal protein P24B,EMP24,sp|P32803|EMP24_YEAST Endosomal protein P24B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMP24 PE=1 SV=1,0.90576,0.98542,0.9118,1.4756,1.3168,1.1982,1.2985,1.4275,0.70012,1.5001,1.5582,1.8905,0.90576,0.98542,0.9118,NA,1.0889,1.1132,NA,NA,NA,NA,NA,NA,0.90576,0.92422,0.9118,1.0194,1.025,1.0168,0.80432,0.88092,0.84747,0.77687,0.5634,0.67204,0.98225,0.92422,1.0899,0.98661,0.97414,1.0822,0.76415,1.0487,0.87,1.0173,0.98784,1.2208,0.98225,0.92422,1.0899,NA,1.0546,1.2188,NA,NA,NA,NA,NA,NA,0.98225,0.98542,1.0899,0.98395,0.96984,1.0812,0.71353,0.80194,0.89815,0.58637,0.67585,0.65524
P32802,Transmembrane 9 superfamily member 1;Protein p24a,EMP70,sp|P32802|TMN1_YEAST Transmembrane 9 superfamily member 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMP70 PE=1 SV=2,1.0345,0.98986,0.97855,0.82862,0.72773,0.66119000000000006,0.66723,NA,0.48835,NA,NA,NA,1.0345,0.98986,0.97855,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0345,0.89735,0.97855,0.88481,0.81119,0.90788,0.57334,NA,0.62373,NA,NA,0.29579,0.92133,0.89735,0.89401,0.78044,0.75673,0.67696,0.64717,NA,0.49046,NA,NA,NA,0.92133,0.89735,0.89401,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92133,0.98986,0.89401,0.58,0.81173,0.8045,0.62937,NA,0.59425,NA,NA,0.37035
P32801,Serine/threonine-protein kinase ELM1,ELM1,sp|P32801|ELM1_YEAST Serine/threonine-protein kinase ELM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ELM1 PE=1 SV=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
