Protein IDs,Gene names,rim15KO_C_T00_R1,WT_C_T00_R1,rim15KO_C_T00_R3,WT_C_T00_R3,rim15KO_C_T06_R1,WT_C_T06_R1,rim15KO_C_T06_R3,WT_C_T06_R3,rim15KO_C_T16_R1,WT_C_T16_R1,rim15KO_C_T16_R3,WT_C_T16_R3,rim15KO_C_T30_R1,WT_C_T30_R1,rim15KO_C_T30_R3,WT_C_T30_R3,rim15KO_N_T06_R1,WT_N_T06_R1,rim15KO_N_T06_R3,WT_N_T06_R3,rim15KO_N_T16_R1,WT_N_T16_R1,rim15KO_N_T16_R3,WT_N_T16_R3,rim15KO_N_T30_R1,WT_N_T30_R1,rim15KO_N_T30_R3,WT_N_T30_R3,rim15KO_P_T06_R1,WT_P_T06_R1,rim15KO_P_T06_R3,WT_P_T06_R3,rim15KO_P_T16_R1,WT_P_T16_R1,rim15KO_P_T16_R3,WT_P_T16_R3,rim15KO_P_T30_R1,WT_P_T30_R1,rim15KO_P_T30_R3,WT_P_T30_R3,rim15KO_N_T00_R1,WT_N_T00_R1,rim15KO_N_T00_R3,WT_N_T00_R3,rim15KO_P_T00_R1,WT_P_T00_R1,rim15KO_P_T00_R3,WT_P_T00_R3,WT_C_T00_R2,rim15KO_C_T00_R2,WT_C_T06_R2,rim15KO_C_T06_R2,WT_C_T16_R2,rim15KO_C_T16_R2,WT_C_T30_R2,rim15KO_C_T30_R2,WT_N_T06_R2,rim15KO_N_T06_R2,WT_N_T16_R2,rim15KO_N_T16_R2,WT_N_T30_R2,rim15KO_N_T30_R2,WT_P_T06_R2,rim15KO_P_T06_R2,WT_P_T16_R2,rim15KO_P_T16_R2,WT_P_T30_R2,rim15KO_P_T30_R2,WT_N_T00_R2,rim15KO_N_T00_R2,WT_P_T00_R2,rim15KO_P_T00_R2
P46680,AIP1,0.91909,1.0623,0.97385,1.074,1.0996,1.1826,1.1482,1.2316,1.4706,1.2495,1.5457,1.3421,1.4384,1.251,1.53,1.4561,1.5059,1.2439,1.2172,1.218,1.4578,1.5211,1.5727,1.4146,1.844,0.67993,2.2909,2.0632,0.99075,1.2254,1.0655,1.2518,1.063,1.2032,1.0415,1.1881,1.0934,1.1827,1.0625,1.135,0.91909,1.0623,0.97385,1.074,0.91909,1.0623,0.97385,1.074,1.0118,1.0203,1.1388,1.2616,1.2512,1.3225,1.1518,1.1424,1.0693,1.1671,NA,NA,NA,NA,1.1932,1.0199,1.2651,1.0306,1.1711,0.99518,1.0118,1.0203,1.0203,1.0118
P39010,AKR1,0.75238,0.8979,0.96822,0.56062,1.002,0.65945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81352,1.0012,NA,NA,NA,NA,NA,NA,1.1709,0.83546,0.75238,0.8979,0.96822,0.56062,0.75238,0.8979,0.96822,0.56062,0.64408,0.74662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1424,0.79605,NA,NA,NA,NA,0.64408,0.74662,0.74662,0.64408
P40825,ALA1,1.0131,0.99818,1.0292,1.0218,1.0118,0.98493,1.1197,1.005,0.98506,0.97543,1.1127,1.0039,1.0817,0.95008,0.97628,0.94459,1.0596,0.97436,1.1824,0.95494,0.95072,0.76036,1.0673,0.85004,1.2186,0.75874,1.2802,0.7177,0.88237,0.90136,0.8319,0.80096,0.69184,0.69956,0.74293,0.73115,0.5594,0.53571,0.57775,0.60324,1.0131,0.99818,1.0292,1.0218,1.0131,0.99818,1.0292,1.0218,0.99751,0.99257,0.99683,1.021,0.979,1.0469,0.92156,1.0528,0.95121,1.0201,0.79922,1.0184,0.62103,0.9749,0.82879,0.88327,0.72797,0.80723,0.59999,0.57793,0.99751,0.99257,0.99257,0.99751
P46367,ALD4,0.60612,0.78848,0.68986,0.891,8.0503,4.6878,6.0023,3.9549,10.439,5.5514,12.588,3.8802,10.735,5.02,5.3766,3.8477,1.8091,1.4275,1.9259,1.5007,4.1372,1.5044,8.0988,1.713,5.7971,1.561,5.0044,1.8928,1.7234,2.6021,1.828,2.5479,1.4469,2.1007,1.4895,2.1386,1.5378,2.1069,1.5338,2.0886,0.60612,0.78848,0.68986,0.891,0.60612,0.78848,0.68986,0.891,0.67998,0.84324,3.9187,5.9131,4.109,7.7433,3.9036,5.2023,1.3214,1.253,1.3295,7.9402,1.3841,7.2359,2.6657,1.9881,2.3501,1.512,2.4311,1.5532,0.67998,0.84324,0.84324,0.67998
P40047,ALD5,1.2991,1.0298,1.3891,1.1847,1.5353,1.4943,1.7919,1.4131,1.7146,1.4189,1.6871,1.5733,1.7134,1.6352,2.5187,1.5293,NA,NA,1.4738,1.0034,NA,NA,NA,NA,NA,NA,NA,NA,3.68,3.3634,4.0496,2.9814,2.9077,2.2958,2.7692,1.7728,2.4333,1.9885,2.3972,1.6207,1.2991,1.0298,1.3891,1.1847,1.2991,1.0298,1.3891,1.1847,1.1288,1.1309,1.5944,1.496,1.2852,2.4094,1.3861,1.7017,NA,NA,NA,NA,NA,NA,2.9775,4.1269,1.9145,2.6089,1.7053,2.6029,1.1288,1.1309,1.1309,1.1288
P54115,ALD6,1.1627,1.0193,1.3594,1.101,1.3641,0.93291,1.598,1.1459,1.1618,0.79647,1.542,0.88633,1.5192,0.77717,1.4641,0.7534,2.3101,1.1264,1.541,1.1299,2.4568,0.86105,1.3205,0.83278,2.033,0.6556,1.8602,0.69194,1.9716,1.5103,1.7893,1.2492,1.386,0.89011,1.4241,0.8479,1.3192,0.60965,1.2391,0.69347,1.1627,1.0193,1.3594,1.101,1.1627,1.0193,1.3594,1.101,1.0733,0.9969,1.2417,1.0584,1.0591,0.90386,1.0561,0.9553,1.1941,1.2108,1.0479,0.90302,0.94463,0.7685,1.4591,1.8298,0.96544,1.5342,0.67624,1.2334,1.0733,0.9969,0.9969,1.0733
P53868,ALG9,0.67628,1.0525,0.88422,1.0868,0.92426,0.7892,0.82179,1.133,0.67271,0.96868,0.58421,0.85404,NA,NA,0.74495,0.73733,1.069,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8015,0.84586,0.82497,1.0853,0.63549,0.56368,0.76505,1.1888,0.87921,0.68093,0.6147,0.95867,0.67628,1.0525,0.88422,1.0868,0.67628,1.0525,0.88422,1.0868,0.87242,0.83908,0.90258,1.0956,0.79536,0.83623,0.65065,0.85554,NA,NA,NA,NA,NA,NA,0.79645,0.84856,1.1678,0.69133,0.95704,0.83944,0.87242,0.83908,0.83908,0.87242
P54783,ALO1,0.94643,1.0511,0.94052,1.0423,1.0099,1.0488,0.98861,1.2068,1.0641,1.1232,0.92474,1.1285,1.0232,1.1224,1.1935,1.2026,0.62213,0.99576,0.93865,1.0983,NA,NA,0.93487,0.8366,NA,NA,NA,NA,1.0699,1.1206,1.0549,1.2007,0.8755,0.82954,0.81805,1.0692,0.96141,0.76587,0.80249,0.91975,0.94643,1.0511,0.94052,1.0423,0.94643,1.0511,0.94052,1.0423,0.93941,1.0281,1.0928,1.1763,1.1167,1.1052,0.88186,1.1831,0.93668,0.93706,NA,NA,NA,NA,1.3392,1.019,1.1637,0.85991,1.0255,0.83715,0.93941,1.0281,1.0281,0.93941
P52893,ALT1,0.90914,0.93472,0.96045,0.9826,1.2945,1.402,1.4121,1.4802,1.2875,1.7421,1.1524,1.3082,1.0857,1.4009,1.0374,1.1024,1.7283,1.1652,NA,NA,NA,NA,3.367,1.0342,NA,NA,NA,NA,2.089,1.9088,2.1184,1.5997,2.078,1.4696,2.2186,1.4528,1.7138,1.2645,1.806,1.2907,0.90914,0.93472,0.96045,0.9826,0.90914,0.93472,0.96045,0.9826,0.9697,0.94814,1.3359,1.4012,1.5479,1.1987,1.0618,1.2935,NA,NA,NA,NA,NA,NA,1.6485,2.0807,1.3932,1.9592,1.2397,1.8493,0.9697,0.94814,0.94814,0.9697
P15274,AMD1,1.0717,1.0169,1.0731,1.1036,1.2866,1.0639,1.1255,1.1309,1.0442,1.2955,1.2701,1.2875,1.0942,1.3083,0.85858,1.2704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2532,1.2401,1.2175,1.2383,1.2168,1.0499,1.1131,1.1793,1.3198,1.2599,1.0073,1.3717,1.0717,1.0169,1.0731,1.1036,1.0717,1.0169,1.0731,1.1036,0.93318,1.0221,1.1178,1.3084,1.3302,1.2192,1.0576,1.0891,NA,NA,NA,NA,NA,NA,1.1951,1.1872,1.3596,1.2659,1.1653,1.0897,0.93318,1.0221,1.0221,0.93318
P22855,AMS1,0.81563,1.5167,1.0388,1.5343,2.0562,2.6478,2.1554,2.6422,3.0723,2.5894,2.5655,2.8076,3.3244,3.1837,3.531,3.961,1.454,2.1143,1.2296,1.7623,2.5782,6.0686,1.9157,2.0135,5.1566,4.3823,5.7313,2.2614,1.932,2.9213,1.9882,3.034,1.4696,2.1285,1.2346,1.9609,1.5726,2.0889,1.302,2.0453,0.81563,1.5167,1.0388,1.5343,0.81563,1.5167,1.0388,1.5343,1.3928,1.1333,1.7288,2.8855,1.9121,5.6039,1.7097,3.3871000000000002,1.6622,1.5721,NA,NA,NA,NA,2.6001,1.7296,2.2015,1.1868,2.6559,1.4381,1.3928,1.1333,1.1333,1.3928
P32629,ANP1,0.86004,0.95014,0.89857,0.9741,1.7866,0.92523,0.78966,1.1255,1.538,1.0015,NA,NA,1.4807,0.90466,1.5111,0.95754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0503,1.1136,0.8426,1.0292,NA,NA,0.83027,0.83165,0.89057,0.74912,0.75562,0.74541,0.86004,0.95014,0.89857,0.9741,0.86004,0.95014,0.89857,0.9741,0.76592,0.9006,1.1428,1.1422,1.3326,0.73824,1.1322,0.75598,NA,NA,NA,NA,NA,NA,0.98255,0.96492,NA,NA,NA,NA,0.76592,0.9006,0.9006,0.76592
P16550,APA1,1.0297,0.99803,1.0415,0.96263,1.0622,1.071,1.0914,0.95868,1.0426,1.0609,0.85603,0.97926,0.96264,0.97627,0.90149,1.0251,1.0761,1.0973,1.0667,0.9829,1.0058,0.66706,1.0742,0.87537,0.62622,0.7988,1.1989,0.79837,0.84474,0.91163,0.79931,0.80608,0.67763,0.70173,0.78508,0.77812,0.64499,0.6956,0.64859,0.72746,1.0297,0.99803,1.0415,0.96263,1.0297,0.99803,1.0415,0.96263,1.0012,1.0247,1.0246,1.0331,1.115,1.0649,0.97987,0.95155,1.0934,1.1111,1.1812,1.2944,1.0264,0.7393,0.90509,0.83913,0.84,0.7967,0.76342,0.68259,1.0012,1.0247,1.0247,1.0012
P14904,APE1,0.76351,1.1964,0.99998,1.3056,1.9497,1.9894,1.4837,2.0207,2.6178,2.2159,1.7087,2.087,2.5957,1.9761,1.938,2.0093,2.5548,1.5639,3.1542,1.4527,11.188,0.86021,13.547,1.5815,12.659,1.5565,13.999,2.3819,1.5459,2.2518,1.9069,2.5725,1.4089,1.994,1.3869,1.8625,1.3973,1.9663,1.3613,2.1395,0.76351,1.1964,0.99998,1.3056,0.76351,1.1964,0.99998,1.3056,1.0455,0.94936,1.5597,1.9455,1.783,2.5694,2.0391,2.8155,1.2968,3.0812,NA,NA,1.4702,13.391,2.2042,1.7854,1.8987,1.3518,2.0324,1.2853,1.0455,0.94936,0.94936,1.0455
P32454,APE2,0.94992,1.0906,0.94676,1.1619,1.3357,1.3085,1.2236,1.3605,1.6383,1.4184,1.9369,1.3897,1.6974,1.5694,1.5274,1.3896,1.7029,1.2707,1.3179,1.315,2.8664,1.0409,2.0774,1.5715,4.8359,1.8429,4.4296,1.7402,1.3118,1.4143,1.2908,1.5392,1.1196,1.1022,1.1113,1.523,1.3515,1.299,1.0715,1.6769,0.94992,1.0906,0.94676,1.1619,0.94992,1.0906,0.94676,1.1619,0.91749,1.0911,1.1784,1.2892,1.3212,2.0873,1.3618,1.3465,1.1029,2.2465,1.0389,4.5354,1.4385,4.4412,1.615,1.1975,1.6507,1.1193,1.7178,1.1662,0.91749,1.0911,1.0911,0.91749
P37302,APE3,1.013,1.0985,0.96165,0.99051,1.2281,1.5659,1.2654,1.3829,1.1719,1.5869,1.0955,1.344,1.5954,1.5839,1.3821,1.2902,0.98373,1.1407,0.57218,1.1293,3.8412,1.2192,1.7884,1.2866,2.7652,1.8373,5.1174,1.9474,1.2803,1.6758,1.2952,1.6624,1.1162,1.5588,1.1477,1.4659,1.0788,1.4753,1.0504,1.3353,1.013,1.0985,0.96165,0.99051,1.013,1.0985,0.96165,0.99051,1.0081,1.1388,1.2338,1.5903,1.1781,1.4063,1.4235,1.4322,1.1023,1.4602,1.013,2.0332,1.5529,2.1742,1.8311,1.3188,1.628,1.1598,1.474,1.1035,1.0081,1.1388,1.1388,1.0081
P38821,APE4,0.82477,0.95458,0.99991,0.9713,1.1228,1.1369,1.2038,1.2585,1.0833,1.3591,1.2507,1.3337,1.2752,1.328,0.86437,1.2981,1.5489,0.76439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92485,0.99017,0.99023,1.0821,0.94279,1.128,0.80802,1.0691,0.92453,1.2846,0.98257,0.92694,0.82477,0.95458,0.99991,0.9713,0.82477,0.95458,0.99991,0.9713,0.93552,1.111,1.0255,1.1397,1.0962,1.0657,1.083,1.0735,NA,NA,NA,NA,NA,NA,0.9581,0.70317,1.2631,0.90791,1.0656,0.96141,0.93552,1.111,1.111,0.93552
P38153,APM3,1.2021,0.9557,1.2964,1.0428,1.5018,1.6747,1.7018,1.3969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,1.0532,1.4063,1.3489,0.9806,1.0689,1.1131,1.0165,0.99589,1.0489,0.96568,0.99511,1.2021,0.9557,1.2964,1.0428,1.2021,0.9557,1.2964,1.0428,0.89763,1.0445,0.99409,0.96143,NA,NA,0.93556,1.045,NA,NA,NA,NA,NA,NA,1.344,1.5036,NA,NA,0.90481,0.79222,0.89763,1.0445,1.0445,0.89763
P49435,APT1,1.042,0.9699,0.91236,0.84073,1.0194,0.8995,0.68681,0.87042,0.80673,0.88963,0.66379,0.92616,1.0793,0.96202,0.69183,0.83256,0.57518,0.88021,0.79225,0.89506,0.59913,0.86035,0.51639,0.85602,NA,NA,NA,NA,0.60838,0.65249,0.57146,0.61353,0.476,0.53435,0.56199,0.61088,0.47163,0.48635,0.43881,0.57348,1.042,0.9699,0.91236,0.84073,1.042,0.9699,0.91236,0.84073,0.95306,1.015,0.90536,0.87784,0.87392,0.85045,0.84172,0.63942,0.91985,0.72331,0.92296,0.55592,1.0005,0.67376,0.58091,0.61284,0.61978,0.58305,0.56406,0.49071,0.95306,1.015,1.015,0.95306
P38115,ARA1,0.96418,1.2101,1.0859,1.1782,1.727,1.5584,1.4088,1.5681,1.4528,1.5007,1.3244,1.5899,2.1567,1.6209,1.8721,1.7264,1.1818,1.3235,1.1933,1.3215,1.0728,0.81916,1.4693,1.0837,NA,NA,2.9567,0.96835,1.1224,1.4729,1.1733,1.497,1.0625,1.2547,1.0824,1.3583,1.0783,1.1181,0.95637,1.2055,0.96418,1.2101,1.0859,1.1782,0.96418,1.2101,1.0859,1.1782,1.1022,1.0466,1.3654,1.8579,1.3991,1.8626,1.2313,2.7457,1.1528,1.1887,1.3956,1.2101,3.9458,2.2797,1.3751,1.2367,1.4456,1.1033,1.3821,0.97709,1.1022,1.0466,1.0466,1.1022
P40024,ARB1,1.0337,1.0015,1.0208,1.0464,1.0952,1.0973,1.0403,1.0124,1.1367,1.0734,1.1264,1.0528,1.1071,1.0776,1.0887,1.009,1.0927,1.0351,1.2686,0.94334,1.003,1.3037,0.89715,1.1275,1.1567,0.91997,0.93562,0.91209,0.73845,0.8102,0.80735,0.7965,0.61526,0.67155,0.66844,0.78836,0.65393,0.66804,0.634,0.75229,1.0337,1.0015,1.0208,1.0464,1.0337,1.0015,1.0208,1.0464,0.95056,1.0283,1.0756,1.0823,1.084,1.1765,1.0214,1.2885,1.0536,1.2046,0.80455,1.4631,0.91596,1.5485,0.78509,0.71021,0.78623,0.74957,0.76719,0.70544,0.95056,1.0283,1.0283,0.95056
P46672,ARC1,0.98289,1.0008,1.0107,1.0048,0.99211,1.0396,0.98001,1.0019,0.91691,0.89352,1.0259,0.98095,0.96415,0.94157,1.0429,0.9954,0.97464,0.8986,1.0386,0.92736,1.1906,1.0044,1.2179,0.93902,0.75138,0.79486,1.3757,0.93281,0.83495,0.8533,0.78945,0.80462,0.66946,0.76812,0.78696,0.73227,0.65457,0.74235,0.66515,0.68903,0.98289,1.0008,1.0107,1.0048,0.98289,1.0008,1.0107,1.0048,0.97323,0.97056,1.0073,0.99108,1.0343,1.0543,1.066,1.0029,0.86144,1.2438,0.88063,1.7977,0.80559,1.0814,0.89332,0.83962,0.74309,0.85807,0.6351,0.68147,0.97323,0.97056,0.97056,0.97323
P40518,ARC15,1.0237,1.0624,1.0204,0.95745,1.0642,0.97293,1.1106,1.0269,1.136,1.0658,1.0279,0.98392,0.97099,1.1108,1.043,1.1074,0.97066,0.97782,0.99175,1.028,NA,NA,0.69199,1.2375,NA,NA,NA,NA,0.86486,1.0076,0.98124,1.0479,0.85182,0.9323,1.0385,0.88129,0.82707,1.1006,0.97617,0.96412,1.0237,1.0624,1.0204,0.95745,1.0237,1.0624,1.0204,0.95745,1.0773,1.0422,1.0261,1.1537,1.0494,1.0028,1.166,1.1997,1.1115,1.0175,NA,NA,NA,NA,0.91181,0.98505,0.99606,0.9534,0.96967,0.91591,1.0773,1.0422,1.0422,1.0773
Q05933,ARC18,0.99542,1.0187,1.0512,1.0429,NA,NA,1.4061,1.277,1.221,0.96487,1.4177,1.1616,1.2558,1.0199,1.0202,1.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1726,1.2633,1.2338,1.2398,1.1939,0.96278,1.1371,1.0979,1.2417,0.94047,1.1423,1.1691,0.99542,1.0187,1.0512,1.0429,0.99542,1.0187,1.0512,1.0429,0.99475,1.0315,1.0783,1.2965,0.9124,1.0603,0.9515,1.0843,NA,NA,NA,NA,NA,NA,1.4253,1.0746,1.2605,1.0644,1.3461,1.0194,0.99475,1.0315,1.0315,0.99475
P33204,ARC19,0.88881,0.98791,0.91799,1.0163,1.2036,1.1744,1.3777,1.3564,1.3113,1.3068,1.3109,1.2872,1.4078,1.2654,1.7636,1.5338,0.97244,1.2971,0.95908,1.1469,1.4653,1.179,1.4929,1.6189,1.2737,0.72644,1.8676,1.5336,1.192,1.152,1.0983,1.1131,0.97691,0.93577,1.0636,1.0675,1.0568,0.95249,1.0004,1.1881,0.88881,0.98791,0.91799,1.0163,0.88881,0.98791,0.91799,1.0163,0.89927,0.92503,1.1598,1.2575,1.2395,1.6894,1.2455,1.6721,1.2158,1.0607,0.65243,1.1856,0.5648,1.4882,1.0874,1.0619,1.1137,0.94548,1.2665,0.97225,0.89927,0.92503,0.92503,0.89927
P53731,ARC35,0.97564,1.0384,0.95527,1.0557,1.3824,1.1497,1.0155,1.1398,0.965,1.1412,0.87244,1.0498,0.95348,1.0908,1.4502,1.0436,0.99818,0.9494,0.92516,1.1935,NA,NA,0.7456,1.2442,NA,NA,NA,NA,1.0865,0.98740000000000006,1.0366,1.1625,0.95278,0.7628,0.93462,1.1517,1.1149,0.8801,0.92973,1.1208,0.97564,1.0384,0.95527,1.0557,0.97564,1.0384,0.95527,1.0557,1.0153,1.105,1.1292,1.2337,1.1276,1.103,1.0505,1.1083,1.0605,1.1782,NA,NA,NA,NA,1.0993,0.99146,1.1442,0.8693,1.1812,0.93451,1.0153,1.105,1.105,1.0153
P38328,ARC40,1.0064,1.0248,0.97229,1.0359,0.92722,1.0607,0.89773,0.97968,0.917,1.1341,0.98006,0.99822,1.0954,1.1191,1.0051,1.098,0.66767,1.0517,0.86371,1.1358,0.5128,0.73289,0.62567,1.1874,NA,NA,0.97342,1.0667,1.0665,1.1296,1.1625,1.1824,0.94299,0.90633,1.0939,1.1402,1.0633,0.91972,1.0187,1.1746,1.0064,1.0248,0.97229,1.0359,1.0064,1.0248,0.97229,1.0359,0.97351,1.0145,1.0407,1.0752,1.1289,1.0314,1.0596,1.1628,1.204,0.78703,0.88652,0.66629,NA,NA,1.0523,1.0367,1.1567,0.98566,1.1811,0.96238,0.97351,1.0145,1.0145,0.97351
P07347,ARD1,1.026,0.9446,1.003,0.97607,1.1683,0.99835,1.0621,0.95568,1.096,1.0004,1.1309,0.95422,1.2047,1.0515,1.1063,0.94263,NA,NA,NA,NA,NA,NA,0.66893,0.79227,NA,NA,NA,NA,0.71096,0.71858,0.68769,0.7531,0.63168,0.58415,0.67093,0.59211,0.53184,0.56676,NA,NA,1.026,0.9446,1.003,0.97607,1.026,0.9446,1.003,0.97607,0.89609,0.92017,1.13,1.1923,1.0217,0.92727,0.98835,0.98579,NA,NA,NA,NA,NA,NA,0.68271,0.75518,0.64324,0.75616,0.49094,0.60353,0.89609,0.92017,0.92017,0.89609
P11076,ARF1,0.91994,0.99183,0.96886,0.94794,1.1882,1.0066,1.0458,0.97571,1.3083,1.0659,1.3192,1.0224,1.3609,1.0716,1.216,1.0171,1.5859,0.96914,2.1067,0.98649,1.741,0.85608,1.6472,1.0408,1.8339,0.9579,2.0206,0.97679,1.0168,0.91421,0.97716,0.89725,0.85353,0.69145,0.95139,0.89996,0.94496,0.65703,0.8573,0.78596,0.91994,0.99183,0.96886,0.94794,0.91994,0.99183,0.96886,0.94794,1.0334,0.90247,1.0771,1.0309,1.0033,0.9839,1.0239,1.0961,0.98798,1.5826,0.93293,1.5988,1.0986,1.4442,0.9401,1.0123,0.86394,0.9757,0.82857,0.7897,1.0334,0.90247,0.90247,1.0334
P22768,ARG1,0.80384,0.88922,0.69548,0.73372,0.76321,0.88988,0.59523,0.70373,0.7665,0.88257,0.68881,0.7141,0.77936,0.89273,0.65034,0.73064,0.84979,0.80893,0.74481,0.78215,1.4793,0.62401,1.6355,0.77993,1.5038,0.50172,2.0622,0.74453,0.73398,0.66636,0.63633,0.48125,0.63628,0.52411,0.62729,0.45272,0.61854,0.46671,0.5088,0.42317,0.80384,0.88922,0.69548,0.73372,0.80384,0.88922,0.69548,0.73372,0.83521,0.83051,0.85853,0.78097,0.84531,0.88222,0.87968,0.98491,0.84377,0.72478,0.77333,0.74976,0.8151,0.83297,0.54943,0.80667,0.48325,0.768,0.45117,0.6683,0.83521,0.83051,0.83051,0.83521
P04076,ARG4,0.86751,0.85704,0.92511,0.9398,1.2092,1.0279,1.1653,1.0926,2.242,1.3059,2.2789,1.2447,2.2789,1.2444,2.2882,1.2291,2.1602,1.0929,1.9051,1.1491,2.6933,0.77948,2.7512,0.80837,3.0085,1.5018,3.5376,1.0795,1.6141,1.615,1.5561,1.357,1.2384,1.1623000000000001,1.3975,1.2616,1.2845,1.1287,1.1771,1.2302,0.86751,0.85704,0.92511,0.9398,0.86751,0.85704,0.92511,0.9398,0.85909,0.87437,0.99715,1.1643,1.0115,2.0735,1.0892,2.2031,1.0856,1.7087,0.92515,2.8832,0.97616,2.9984,1.431,1.8427,1.3551,1.5603,1.2326,1.2974,0.85909,0.87437,0.87437,0.85909
Q01217,"ARG5,6",0.84634,0.92016,0.86266,1.3336,0.79954,0.87278,0.76897,1.3525,1.5472,0.90323,1.0975,1.2272,1.3141,0.97663,0.90469,1.2873000000000001,NA,NA,0.79813,1.3413,2.4066,1.8923,NA,NA,NA,NA,1.3908,1.2281,0.86813,1.2374,1.1922,1.2908,0.7675,0.91779,0.99044,1.0523,0.73033,0.7563,0.98673,0.9497,0.84634,0.92016,0.86266,1.3336,0.84634,0.92016,0.86266,1.3336,0.81339,0.82112,0.84478,0.76243,0.85473,1.1275,0.73208,1.1157,0.89565,1.0162,0.55632,0.97731,0.40099,0.67403,0.81725,1.122,0.81508,1.0605,0.71969,0.95104,0.81339,0.82112,0.82112,0.81339
Q04728,ARG7,0.85959,0.89741,0.97692,1.097,1.2071,1.0217,1.2496,1.2756,2.0214,1.0675,2.0565,1.3927,1.6674,1.1066,1.8064,1.3255,1.6402,0.94674,1.807,1.3688,3.4467,1.774,3.0819,0.8143,NA,NA,2.0888,1.0383,1.4331,1.4797,1.4245,1.2487,1.2632,1.2988,1.2304,1.1373,1.2121,1.1645,1.2359,0.8849,0.85959,0.89741,0.97692,1.097,0.85959,0.89741,0.97692,1.097,1.01,0.91275,1.0756,1.0979,1.0004,1.7074,1.1539,1.5625,0.86451,1.6815,NA,NA,NA,NA,1.1246,1.7595,0.99112,1.3749,1.0539,1.406,1.01,0.91275,0.91275,1.01
P18544,ARG8,0.76279,0.97304,0.83644,0.95374,0.65154,0.8867,0.5641,0.83928,NA,NA,0.52076,0.72887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92911,1.0761,0.82797,0.76365,0.90772,0.96993,0.96871,1.1803,0.46708,0.9676,NA,NA,0.76279,0.97304,0.83644,0.95374,0.76279,0.97304,0.83644,0.95374,0.84087,1.064,0.87688,0.59458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8224,1.1377,0.93892,1.3198,0.88929,1.1731,0.84087,1.064,1.064,0.84087
P38116,ARL1,0.97169,0.88319,1.0395,1.0536,1.1767,0.92489,0.99227,0.89178,0.96595,0.87327,0.94747,0.71219,0.96096,0.89388,0.80515,0.84402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9781,0.97332,0.9315,0.93643,0.71248,0.58815,NA,NA,NA,NA,0.54723,0.56083,0.97169,0.88319,1.0395,1.0536,0.97169,0.88319,1.0395,1.0536,1.0049,0.93943,0.9115,1.0018,0.74258,0.80659,0.83611,0.88167,NA,NA,NA,NA,NA,NA,0.93171,0.93629,NA,NA,NA,NA,1.0049,0.93943,0.93943,1.0049
P08566,ARO1,0.80935,0.89307,0.86127,0.95483,0.89622,0.95086,0.94644,0.94688,1.0366,0.86369,1.027,0.9545,1.4103,0.90436,1.2041,0.91794,0.90671,0.80474,1.1372,0.9182,1.0068,0.78819,0.68416,0.80238,1.2577,0.63108,0.87913,0.83403,0.99736,1.125,0.98502,1.0586,0.86553,0.80685,0.93075,0.99337,0.9001,0.73427,0.77433,0.90993,0.80935,0.89307,0.86127,0.95483,0.80935,0.89307,0.86127,0.95483,0.8373,0.89984,0.86721,0.92041,0.83802,0.95807,0.8227,0.95668,0.81234,0.93327,0.73144,1.1674,0.941,1.1229,0.95107,1.1247,0.93499,1.0593,0.86579,0.90236,0.8373,0.89984,0.89984,0.8373
Q06408,ARO10,1.3231,1.1149,1.623,1.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3231,1.1149,1.623,1.4905,1.3231,1.1149,1.623,1.4905,1.2809,1.0609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2809,1.0609,1.0609,1.2809
