Protein IDs,comparison,normalized_ratio_mean,normalized_ratio_rep1,normalized_ratio_rep2
sp|P23542|AATC_YEAST,ProtoWT_H_vs_AuxoWT_H,4.4512,5.0527,NA
sp|P23638|PSA3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P23639|PSA2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P23641|MPCP_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P23644|TOM40_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P24000|RL24B_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P24031|PPA3_YEAST;sp|P38693|PPAC_YEAST;sp|P35842|PPAB_YEAST;sp|P00635|PPA5_YEAST,ProtoWT_H_vs_AuxoWT_H,2.5869,NA,NA
sp|P24280|SEC14_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P24783|DBP2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25043|PSB2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25045|LCB1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25087|ERG6_YEAST,ProtoWT_H_vs_AuxoWT_H,0.62537,0.97484,NA
sp|P25293|NAP1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25294|SIS1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25296|CANB_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25340|ERG4_YEAST,ProtoWT_H_vs_AuxoWT_H,0.38118,NA,NA
sp|P25343|RV161_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25349|YCP4_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25367|RNQ1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25375|PRTD_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25443|RS2_YEAST,ProtoWT_H_vs_AuxoWT_H,15.618,NA,15.618
sp|P25491|MAS5_YEAST,ProtoWT_H_vs_AuxoWT_H,32.761,NA,8.4849
sp|P25567|SRO9_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25574|EMC1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25605|ILV6_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25644|PAT1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P25694|CDC48_YEAST,ProtoWT_H_vs_AuxoWT_H,22.975,1.2086,22.975
sp|P25719|CYPC_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P26321|RL5_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P26637|SYLC_YEAST,ProtoWT_H_vs_AuxoWT_H,5.6058,0.12346,9.3472
sp|P26783|RS5_YEAST,ProtoWT_H_vs_AuxoWT_H,1.5182,0.90085,8.7969
sp|P26784|RL16A_YEAST,ProtoWT_H_vs_AuxoWT_H,16.273,NA,9.2893
sp|P26785|RL16B_YEAST,ProtoWT_H_vs_AuxoWT_H,10.556,0.12593,15.474
sp|P26786|RS7A_YEAST,ProtoWT_H_vs_AuxoWT_H,3.628,2.4472,9.957
sp|P27351|AP2B_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P27476|NSR1_YEAST,ProtoWT_H_vs_AuxoWT_H,9.746,NA,6.1589
sp|P27514|PHO91_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P27810|KTR1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P28007|GAR1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P28241|IDH2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P28272|PYRD_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P28274|URA7_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P28496|LAC1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P28707|SBA1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P28777|AROC_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P28834|IDH1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P29311|BMH1_YEAST,ProtoWT_H_vs_AuxoWT_H,8.7239,1.529,13.173
sp|P29453|RL8B_YEAST,ProtoWT_H_vs_AuxoWT_H,9.0044,1.3229,20.172
sp|P29509|TRXB1_YEAST;sp|P38816|TRXB2_YEAST,ProtoWT_H_vs_AuxoWT_H,6.9843,NA,NA
sp|P29547|EF1G1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P29952|MPI_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P30605|ITR1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P30624|LCF1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P30657|PSB7_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P30822|XPO1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P31116|DHOM_YEAST,ProtoWT_H_vs_AuxoWT_H,3.3485,5.8429,3.3485
sp|P31373|CYS3_YEAST,ProtoWT_H_vs_AuxoWT_H,12.611,12.44,15.839
sp|P31382|PMT2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P31412|VATC_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P31539|HS104_YEAST,ProtoWT_H_vs_AuxoWT_H,16.005,NA,NA
sp|P31688|TPS2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P31787|ACBP_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32047|MLF3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32074|COPG_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32288|GLNA_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32324|EF2_YEAST,ProtoWT_H_vs_AuxoWT_H,192.85,2.1554,145.96
sp|P32337|IMB3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32353|ERG3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32366|VA0D_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32377|MVD1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32379|PSA5_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32419|MDHP_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32445|RIM1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32449|AROG_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32454|APE2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32457|CDC3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32463|ACPM_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32468|CDC12_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32471|EF1B_YEAST,ProtoWT_H_vs_AuxoWT_H,18.557,23.771,16.38
sp|P32472|FKBP2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32473|ODPB_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32474|EUG1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32481|IF2G_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32495|NHP2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32496|RPN12_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32497|EIF3C_YEAST,ProtoWT_H_vs_AuxoWT_H,2.3876,2.132,2.6946
sp|P32521|PAN1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32527|ZUO1_YEAST,ProtoWT_H_vs_AuxoWT_H,29.24,NA,2.1252
sp|P32558|SPT16_YEAST,ProtoWT_H_vs_AuxoWT_H,1.2138,NA,NA
sp|P32565|RPN2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32566|SMI1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32582|CBS_YEAST,ProtoWT_H_vs_AuxoWT_H,4.1034,4.9981,NA
sp|P32589|HSP7F_YEAST;sp|P32590|HSP79_YEAST,ProtoWT_H_vs_AuxoWT_H,6.9317,4.6173,9.8215
sp|P32599|FIMB_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32602|SEC17_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32610|VATD_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32623|CRH2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32628|RAD23_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32771|FADH_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32774|T2AG_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32790|SLA1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32835|GSP1_YEAST;sp|P32836|GSP2_YEAST,ProtoWT_H_vs_AuxoWT_H,65.528,8.1254,65.528
sp|P32861|UGPA1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32867|SSO1_YEAST;sp|P39926|SSO2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32895|KPR1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32897|TIM23_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32905|RSSA1_YEAST,ProtoWT_H_vs_AuxoWT_H,63.891,NA,26.065
sp|P32911|SUI1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P32939|YPT7_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33201|MRT4_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33297|PRS6A_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33299|PRS7_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33302|PDR5_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33313|CNS1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33317|DUT_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33322|CBF5_YEAST,ProtoWT_H_vs_AuxoWT_H,8.1398,NA,NA
sp|P33330|SERC_YEAST,ProtoWT_H_vs_AuxoWT_H,3.6177,1.0131,3.6177
sp|P33331|NTF2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33338|SLA2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33401|PGM1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33442|RS3A1_YEAST,ProtoWT_H_vs_AuxoWT_H,25.781,NA,28.143
sp|P33734|HIS5_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33754|SEC66_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P33892|GCN1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P34167|IF4B_YEAST,ProtoWT_H_vs_AuxoWT_H,24.227,NA,NA
sp|P34216|EDE1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P34223|UBX1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P34730|BMH2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P34758|SCD5_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P34760|TSA1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P35176|CYPD_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P35179|SC61G_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P35187|SGS1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P35189|TAF14_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P35691|TCTP_YEAST,ProtoWT_H_vs_AuxoWT_H,10.964,7.8352,50.588
sp|P35719|MRP8_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P35723|YET1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P35732|DEF1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P35736|YKF0_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P35817|BDF1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P35844|KES1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P36008|EF1G2_YEAST,ProtoWT_H_vs_AuxoWT_H,5.2396,0.36712,140.47
sp|P36010|NDK_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P36015|YKT6_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P36018|YPT52_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P36046|MIA40_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P36049|EBP2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P36069|PMU1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P36105|RL14A_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P36135|UTH1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P36136|SHB17_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P36421|SYYC_YEAST,ProtoWT_H_vs_AuxoWT_H,5.147,NA,5.147
sp|P37291|GLYC_YEAST,ProtoWT_H_vs_AuxoWT_H,0.90059,0.08625,6.8127
sp|P37292|GLYM_YEAST,ProtoWT_H_vs_AuxoWT_H,0.98869,NA,0.98869
sp|P37302|APE3_YEAST,ProtoWT_H_vs_AuxoWT_H,5.3309,0.70613,7.631
sp|P37303|GLY1_YEAST,ProtoWT_H_vs_AuxoWT_H,9.3382,2.5291,NA
sp|P37370|VRP1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38009|PUR92_YEAST,ProtoWT_H_vs_AuxoWT_H,1.3403,1.3403,NA
sp|P38011|GBLP_YEAST,ProtoWT_H_vs_AuxoWT_H,5.5577,0.92953,7.7685
sp|P38013|AHP1_YEAST,ProtoWT_H_vs_AuxoWT_H,140.84,NA,286.97
sp|P38061|RL32_YEAST,ProtoWT_H_vs_AuxoWT_H,16.281,0.96426,20.902
sp|P38063|KPR4_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38077|ATPG_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38088|SYG_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38143|GPX2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38174|MAP2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38197|PLPHP_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38199|HEK2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38205|NCL1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38218|POA1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38219|OLA1_YEAST,ProtoWT_H_vs_AuxoWT_H,2.3789,NA,NA
sp|P38221|CDS1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38248|ECM33_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38249|EIF3A_YEAST,ProtoWT_H_vs_AuxoWT_H,0.49732,0.037132,7.2816
sp|P38250|IST2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38264|PHO88_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38286|MKAR_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38295|MCFS2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38328|ARPC1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38333|ENP1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38431|IF5_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38523|GRPE_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38555|YPT31_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38616|YGP1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38624|PSB1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38625|GUAA_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38626|NCB5R_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38631|FKS1_YEAST;sp|P40989|FKS2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38682|GLO3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38687|SRP68_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38689|KPR3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38697|IMDH2_YEAST;sp|O42831|YA075_YEAST;sp|P39567|IMDH1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38701|RS20_YEAST,ProtoWT_H_vs_AuxoWT_H,6.6368,NA,4.0844
sp|P38707|SYNC_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38708|YHI0_YEAST,ProtoWT_H_vs_AuxoWT_H,2.5161,0.3517,21.995
sp|P38711|RS27B_YEAST;sp|P35997|RS27A_YEAST,ProtoWT_H_vs_AuxoWT_H,12.518,NA,12.518
sp|P38712|RRP3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38715|GRE3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38720|6PGD1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38754|RL14B_YEAST,ProtoWT_H_vs_AuxoWT_H,70.737,5.4638,NA
sp|P38764|RPN1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38765|YHI9_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38777|FSH1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38779|CIC1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38788|SSZ1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38791|DHYS_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38810|SFB3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38817|GGA2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38825|TOM71_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38845|CRP1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38870|YHY2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38879|NACA_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38891|BCA1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38902|RPB11_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38910|CH10_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38911|FKBP3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38912|IF1A_YEAST,ProtoWT_H_vs_AuxoWT_H,1.0194,NA,NA
sp|P38934|BFR1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P38968|SEC31_YEAST,ProtoWT_H_vs_AuxoWT_H,11.229,NA,11.229
sp|P38972|PUR4_YEAST,ProtoWT_H_vs_AuxoWT_H,4.0619,NA,4.9178
sp|P38986|ASPG1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39005|KRE9_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39015|STM1_YEAST,ProtoWT_H_vs_AuxoWT_H,12.824,12.148,13.537
sp|P39076|TCPB_YEAST,ProtoWT_H_vs_AuxoWT_H,5.3628,NA,2.4183
sp|P39077|TCPG_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39078|TCPD_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39079|TCPZ_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39101|CAJ1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39103|COX14_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39107|MNN9_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39516|RS14B_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39517|DHH1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39522|ILV3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39533|ACON2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39676|FHP_YEAST,ProtoWT_H_vs_AuxoWT_H,3.7271,NA,NA
sp|P39683|NPT1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39715|ECM1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39730|IF2P_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39742|SEC72_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39743|RV167_YEAST,ProtoWT_H_vs_AuxoWT_H,3.1239,NA,NA
sp|P39744|NOC2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39935|IF4F1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39939|RS26B_YEAST;sp|P39938|RS26A_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39940|RSP5_YEAST,ProtoWT_H_vs_AuxoWT_H,0.20524,NA,NA
sp|P39954|SAHH_YEAST,ProtoWT_H_vs_AuxoWT_H,10.736,1.6682,19.048
sp|P39958|GDI1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39960|BEM2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39966|PP2C2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39968|VAC8_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39976|DLD3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39986|ATC6_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P39990|SNU13_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40008|FMP52_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40010|NUG1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40016|RPN3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40024|ARB1_YEAST,ProtoWT_H_vs_AuxoWT_H,1.2991,1.2991,NA
sp|P40032|TPA1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40037|HMF1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40046|VTC1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40048|PTP3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40053|AIM9_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40056|GET2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40069|IMB4_YEAST,ProtoWT_H_vs_AuxoWT_H,11.448,NA,11.448
sp|P40075|SCS2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40089|LSM5_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40093|YEY6_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40106|GPP2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40150|SSB2_YEAST;sp|P11484|SSB1_YEAST,ProtoWT_H_vs_AuxoWT_H,10.342,3.1282,11.245
sp|P40159|YNU8_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40185|MMF1_YEAST,ProtoWT_H_vs_AuxoWT_H,0.88382,0.046861,2.0658
sp|P40202|CCS1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40217|EIF3I_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40302|PSA6_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40303|PSA4_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40319|ELO3_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40326|YG5N_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40327|PRS4_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40413|TCPE_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40414|TPM2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40422|RPAB4_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40462|TM108_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40472|SIM1_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40482|SEC24_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40495|LYS12_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40518|ARPC5_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
sp|P40525|RL34B_YEAST,ProtoWT_H_vs_AuxoWT_H,24.098,NA,22.698
sp|P40529|AGE2_YEAST,ProtoWT_H_vs_AuxoWT_H,NA,NA,NA
